hero,degree
CA 284,0
CA3 10,0
CA3 12,0
CA3 20,0
CA3 20/2,0
CA3 21/2,0
CA3 24,0
CA3 25,0
CA3 27,0
CA3 3,0
CA3 32,0
CA3 33,0
CA3 34,0
CA3 35,0
CA3 37,0
CA3 38,0
CA3 39,0
CA3 40,0
CA3 41,0
CA3 45,0
CA3 5,0
CA 351,0
CA 383/2,0
CA 453,0
CA 9/2,0
CA:SL2 1,0
CA:SL2 12,0
CB 19,0
COTL 35,0
DD 122,0
DD 123,0
DD 298,0
DD 299,0
DE:O,0
DF 2.4,0
DRSTR2 50,0
DRSTR2 51,0
FF 214,0
FF 240,0
FF 241,0
FF 3,0
FF 84,0
FURY 1,0
GZILL 1,0
GZILL 10,0
GZILL 11,0
GZILL 12,0
GZILL 13,0
GZILL 14,0
GZILL 15,0
GZILL 17,0
GZILL 18,0
GZILL 19,0
GZILL 2,0
GZILL 20,0
GZILL 21,0
GZILL 22,0
GZILL 23,0
GZILL 24,0
GZILL 3,0
GZILL 4,0
GZILL 5,0
GZILL 6,0
GZILL 7,0
GZILL 8,0
GZILL 9,0
H2 106,0
H2 107,0
H2 148,0
H2 279,0
H2 434,0
H2 437,0
H2 439,0
H3 8,0
IM 1,0
INV 35,0
JIM 519,0
JOH 2,0
KPAOS 1,0
KPAOS 2,0
KPAOS 3,0
KZ4 10,0
KZ4 11,0
MARVELS 2,0
M/CP 77/3,0
M/CP 78/2,0
M/CP 79/2,0
M/CP 93/4,0
M/FAN 49,0
M/GN 18,0
MICRO 12,0
MICRO 26,0
MICRO 27,0
MICRO 28,0
MICRO 29,0
M/PRM 56,0
M/TIO 26,0
M/TIO 34,0
M/TIO 51,0
M/TIO 89,0
M/TU 13,0
M/TU 139,0
M/TU 71,0
NF3 1,0
NF3 14,0
NF3 20,0
NF3 25,0
NF3 26,0
NF3 27,0
NF3 28,0
NF3 29,0
NF3 33,0
NF3 34,0
NF3 35,0
NF3 36,0
NF3 37,0
NF3 42,0
NFAOS 1,0
NFAOS 12,0
NFAOS 13,0
NFAOS 14,0
NFAOS 15,0
NFAOS 2,0
NFAOS 5,0
NFAOS 7,0
NFAOS 8,0
NFAOS 9,0
NFV.S 1,0
NFV.S 2,0
NFV.S 3,0
NFV.S 4,0
NFV.S 5,0
NFV.S 6,0
PUN3 1,0
Q 1,0
ROM 53,0
SGT.F 1,0
SGTF 1,0
SGTF 13,0
SGTF 2,0
SHOWAR 14,0
S-M 21,0
S-M 22,0
SM:DMH,0
SS 16,0
SS 17,0
ST 137,0
ST 138,0
ST 139,0
ST 140,0
ST 141,0
ST 143,0
ST 144,0
ST 145,0
ST 146,0
ST 147,0
ST 148,0
ST 149,0
ST 150,0
ST 151,0
ST 152,0
ST 153,0
ST 154,0
ST 155,0
ST 156,0
ST 157,0
ST 159,0
ST 165,0
ST 166/2,0
ST 167,0
ST 168/2,0
SUB-M 14,0
T 341,0
TB 52,0
TOS2,0
TOS 95/2,0
TOS 96/2,0
TOS 98/2,0
USA2 1,0
UX 7,0
W2 144,0
W2 163,0
W/NF,0
A 225,0
A 226,0
IM 12/4,0
KZ 2/2,0
KZ 3/3,0
SSD 5,0
UX 2,0
UX 38/2,0
UX 39/2,0
UX 46,0
X:HY 17,0
M/CP 80/2,0
M/CP 81/2,0
NO2 12,0
NO2 8,0
NW 2/4,0
NW 59,0
NW 62,0
NW 68,0
NW 69,0
NW 71,0
V:F 1,0
V:F 2,0
NM 1,0
NM 42,0
UX 210,0
UX 214,0
XM 45,0
S-M 90,0
WTS 13,0
WOSM 82,0
DRSTR2 30,0
DRSTR2 32,0
DRSTR2 33,0
DRSTR2 35,0
DRSTR2 36,0
DRSTR2 37,0
DRSTR3 31/2,0
DRSTR3 32/2,0
DRSTR3 33/2,0
DRSTR3 38,0
DRSTR3 39,0
DRSTR3 40,0
T 229,0
T 230,0
BP3 24,0
DLOK 1,0
DLOK 2,0
DLOK2 1,0
DLOK2 10,0
DLOK2 17,0
DD 372,0
DD 373,0
DD 374,0
DD 375,0
CV 1,0
CV 2,0
CV 3,0
INV 14,0
INV 15,0
INV 18,0
INV 19,0
INV 20,0
INV 21,0
INV 22,0
INV 23,0
INV 26,0
INV 34,0
TB 39,0
TB 40,0
TB 41,0
TB 46,0
TB 47,0
TB 48,0
TB 49,0
TB 50,0
TB 51,0
PPSM2 30,0
PPSM2 31,0
T 16/4,0
T 426/2,0
T 456,0
AWC 82,0
GUARD 1,0
GUARD 2,0
GUARD 3,0
INH3 4,0
T 446,0
UX 137,0
UX 275,0
XSOS 2,0
A 128,0
A 129,0
A 130,0
A 133,0
A3 10,0
A3 11,0
A 313,0
ASPOT 38,0
AWC 50,0
AWC 51,0
AWC 52,0
AWC 55,0
AWC 61,0
AWC 62,0
AWC 63,0
DRSTR3 46,0
DRSTR3 47,0
FF 103,0
FF 107,0
FF 111,0
FF 112,0
FF 117,0
FF 127,0
FF 140,0
FF 141,0
FF 371,0
FF 416,0
FF 94,0
SS3 135,0
X:HY 9,0
T 168,0
T 169,0
DD2 10,0
DD2 11,0
DD2 13,0
DD2 14,0
DD2 15,0
DD2 9,0
DPOOL3 39,0
DPOOL3 40,0
AF2 1,0
AF2 7,0
C&D3 5,0
C&D3 6,0
C&D3 7,0
C&D3 8,0
DRSTR2 78,0
Q 25,0
GENX 10,0
GENX 12,0
GENX 13,0
GENX 14,0
X:PRIME,0
X:PRIME,0
FF 358/2,0
XFOR -1,0
XFOR 72,0
XFOR 73,0
XFOR 74,0
XFOR 75,0
AR 1,0
AR 2,0
FF 398,0
FF 399,0
FFOR 8,0
FFU 11,0
A3 31,0
ASPOT 29/2,0
DD 357,0
FF 335,0
PM&IF 110,0
PM&IF 92,0
SM:L 1,0
SM:L 2,0
SM:L 3,0
TB 24,0
TB 25,0
TB 33,0
AWC 5/3,0
AF SPECIAL 1,0
CA 158,0
CA 159,0
CA 163,0
CA 180,0
CA 181,0
DD 6,0
DEF 37,0
DEF 38,0
FF 3,0
GR2 21,0
ST 112,0
ST 117,0
UX 22,0
UX 23,0
AF2 9,0
GENX 48,0
GENX 49,0
UX 347,0
UX 349,0
UX 350,0
UX 352,0
UX 354,0
UX 355,0
X 70,0
X 71,0
X 73,0
X 74,0
X 75,0
X 76,0
X 77,0
X 79,0
M/:LG 1,0
M/:LG 10,0
M/:LG 11,0
M/:LG 12,0
M/:LG 2,0
M/:LG 3,0
M/:LG 4,0
M/:LG 5,0
M/:LG 6,0
M/:LG 7,0
M/:LG 9,0
A 217,0
A 222,0
A 224,0
A 227,0
A 228,0
A 229,0
A 230,0
A 63,0
A 64,0
A 65,0
AF SPECIAL,0
DEF 42,0
DEF 43,0
GSDEF 4,0
M/FEA 5,0
SUB-M 14,0
TTA 38,0
TTA 45,0
TTA 57,0
TTA 61,0
Q 25,0
FF 234,0
FF 235,0
GAM3 23,0
IM3 35,0
MAXSEC 1,0
MAXSEC 2,0
MAXSEC 3,0
MAXSEC:DP,0
Q 14,0
Q 15,0
T 200,0
T 201,0
T 202,0
T 203,0
ROM 69,0
SS3 22,0
SS3 4,0
T 132,0
T 133,0
T 155,0
T 160,0
T 161,0
T 16/5,0
T 199,0
T 201,0
T 226,0
T 227,0
T 228,0
T 448/2,0
T 449/2,0
T 450/2,0
XU 29,0
A 340,0
DD 248,0
DD 253,0
DD 261,0
DD2 8,0
DD 5/2,0
DD 5/3,0
DD 6/2,0
DD 7/4,0
DD 8/4,0
T 351,0
M/SH3 4/2,0
NM 79,0
NM 80,0
NM 82,0
NM 83,0
NM 84,0
NM 85,0
NM 86,0
NM 87,0
NMSE 1,0
T 339,0
T 376,0
UX 9,0
UX 368,0
UX 369,0
X 88,0
T 500,0
M/CP 9/4,0
M/FAN 3/2,0
PM&IF 100,0
PM&IF 58,0
PM&IF 65,0
PM&IF 78,0
PM&IF 99,0
H '97,0
A 225,0
A 226,0
UX 50/2,0
UX 51/2,0
UX 52/2,0
UX 53/2,0
DS:WDS,0
NW 20,0
A 236,0
A 237,0
ASM 1,0
ASM 187,0
ASM 21,0
ASM2 12,0
ASM2 17,0
ASM 334,0
ASM 337,0
ASM 338,0
ASM 339,0
ASM 369,0
ASM 422,0
ASM 423,0
ASM 425,0
ASM 82,0
ASM 9,0
ASM:FO 1,0
ASM:FO 2,0
ASM:FO 3,0
ASMU 9,0
ASPOT 26,0
DD 1,0
DD 2,0
DD 87,0
DD 89,0
DEF 63,0
DEF 64,0
FAL 3,0
FAL 4,0
FF 218,0
FF 3,0
M/CP 97/4,0
M/FAN 22,0
M/TIO 57,0
M/TU 56,0
OU 2,0
OU 3,0
PM&IF 113,0
PPSM2 12,0
PPSM2 17,0
PPTSS 134,0
PPTSS 135,0
PPTSS 136,0
PPTSS 157,0
PPTSS 38,0
PPTSS 39,0
PPTSS 42,0
PPTSS 66,0
S-M 18,0
S-M 19,0
S-M 20,0
S-M 21,0
S-M 22,0
S-M 23,0
SWII 7,0
UTSM 7,0
AWC 80,0
GUARD 1,0
GUARD 2,0
GUARD 3,0
Q 33,0
ROM 4,0
UX 107,0
UX 108,0
XFOR 93,0
INH2 5,0
INH2 6,0
ASM 424,0
BIZADV 28,0
COH 2,0
DD 168,0
DD 169,0
DD 174,0
DD 175,0
DD 176,0
DD 177,0
DD 178,0
DD 179,0
DD 180,0
DD 181,0
DD 190,0
DD 330,0
DD 332,0
DD 375,0
E:A 1,0
E:A 2,0
E:A 3,0
E:A 4,0
E:A 5,0
E:A 6,0
E:A 7,0
E:A 8,0
ELEK 1,0
ELEK 11,0
ELEK 12,0
ELEK 13,0
ELEK 14,0
ELEK 15,0
ELEK 16,0
ELEK 17,0
ELEK 18,0
ELEK 19,0
ELEK2 1,0
E:ROE 3,0
S-M '98,0
W2 100,0
W2 101,0
W2 102,0
W2 104,0
MX '01,0
MX 11,0
MX 12,0
MX 15,0
MX 19,0
MX 2,0
MX 21,0
MX 22,0
MX 23,0
MX 6,0
MX 7,0
MX 8,0
MX 9,0
UX 102,0
UX 113,0
PUN5 10,0
PUN5 11,0
PUN5 12,0
PUN5 5,0
PUN5 9,0
CA 319,0
DD 120,0
DD 121,0
DD 122,0
DD 123,0
GAM3 1,0
GAM3 2,0
M/CP 69/3,0
M/CP 70/3,0
ASM 409,0
ASM '96/2,0
ASMU 11,0
ASMU 13,0
ASMU 14,0
ASMU 22,0
ASMU 8,0
ASMU 9,0
ASS 2,0
DB 1,0
DB 2,0
DB 3,0
PPTSS 225,0
SCARSPI 1,0
SCARSPI 2,0
SENSM 7,0
S-M 52,0
S-M 53,0
S-M 54,0
S-M 66,0
S-M 69,0
S-M 75,0
SM:FA 1,0
SM:FA 2,0
SM:FA 3,0
SM:FA 4,0
SSCARSPI 2,0
WOSM 118,0
WOSM 120,0
WOSM 124,0
WOSS 2,0
Q 12,0
GENX 42,0
W2 37,0
W2 38,0
W2 39,0
W2 40,0
W2 41,0
W2 42,0
W2 43,0
W2 45,0
W2 46,0
W2 51,0
W2 52,0
W2 53,0
W2 82,0
W2 83,0
W2 84,0
W2 86,0
KZ2 3,0
KZ2 4,0
KZ2 5,0
UX 25,0
UX 26,0
ASMU 14,0
ASS 2,0
GG 3,0
S-M 64,0
T 290,0
ASM 419,0
ASM 420,0
T 290,0
GENX 36,0
GENX 37,0
GENX 38,0
GENX 39,0
X 101,0
X 106,0
A 230,0
CM4 2,0
CM4 5,0
CM4 6,0
CM5 14,0
CM 59,0
CM 60,0
CM 61,0
CM 62,0
H2 245,0
H2 247,0
H2 248,0
M/GN 1,0
M/SPT2 1,0
M/SPT2 2,0
M/SPT2 3,0
SS 6,0
WLOCK2 1,0
A3 20,0
FW 11,0
FW 12,0
FW 4,0
FW 5,0
WARM 14,0
FS 2,0
FS 3,0
FS 4,0
NM 16,0
NM 17,0
NM 26,0
NM 28,0
NM 38,0
NM 39,0
NM 4,0
NM 40,0
NM 43,0
NM 53,0
NM 54,0
NM 56,0
NM 62,0
NM 81,0
UX 193,0
GENX 1,0
GENX 10,0
GENX 11,0
GENX 12,0
GENX 13,0
GENX 14,0
GENX 24,0
GENX 31,0
GENX 33,0
GENX 34,0
GENX 35,0
GENX 36,0
GENX 39,0
GENX 40,0
GENX 57,0
GENX 58,0
GENX '99,0
X:PRIME,0
FF 206,0
FF 209,0
UX 137,0
FF 24/3,0
IG 1,0
IMSVS 1/7,0
SS3 13,0
SS3 25,0
SS3 26,0
SS3 27,0
SS3 28,0
SS3 29,0
SS3 30,0
SS3 31,0
CM5 11,0
A 1,0
A 10,0
A 100,0
A 15,0
A 16,0
A 21,0
A 22,0
A 38,0
A 7,0
A 83,0
A 84,0
A 9,0
CA3 34,0
CA 449,0
DAZZ 1,0
DAZZ 16,0
DAZZ 2,0
DEF 107,0
DEF 108,0
DEF 109,0
DEF 20,0
DEF 4,0
DRSTR3 12,0
DRSTR3 13,0
FF 3,0
H2 102,0
H2 142,0
JIM 103,0
JIM 104,0
JIM 116,0
JIM 117,0
JIM 504,0
JIM 505,0
JIM 508,0
JIM 509,0
JIM 510,0
JIM 511,0
JIM 512,0
JIM 513,0
M/CP 38/2,0
M/CP 39/2,0
M/CP 40/2,0
M/CP 41/2,0
M/CP 42/2,0
M/CP 43/2,0
M/CP 44/2,0
M/CP 45/2,0
M/CP 66/4,0
M/SHSW 1,0
M/SHSW 11,0
M/SHSW 12,0
M/SHSW 2,0
M/SHSW 3,0
M/SHSW 4,0
M/SHSW 5,0
M/SHSW 6,0
M/SHSW 7,0
M/SHSW 8,0
M/TIO 7,0
NMSE 1,0
T '01,0
T2 26,0
T2 27,0
T2 29,0
T2 33,0
T2 34,0
T2 35,0
T2 36,0
T2 38,0
T2 39,0
T 258,0
T 259,0
T 260,0
T 263,0
T 264,0
T 277,0
T 313,0
T 350,0
T 352,0
T 353,0
T 357,0
T 359,0
T 360,0
T 367,0
T 375,0
T 376,0
T 377,0
T 378,0
T 379,0
T 383,0
T 393,0
T 398,0
T 399,0
T 400,0
T 402,0
T 403,0
T 422,0
T 427,0
T 430,0
T 431,0
T 432,0
T 433,0
T 435,0
T 437,0
T 442,0
T 448/2,0
T 449,0
T 450,0
T 451/2,0
T 452/2,0
T 453/2,0
T 454,0
T 454/2,0
T 455,0
T 456/2,0
T 491,0
T 492,0
T 493,0
T 494,0
T 495,0
T 496,0
T 498,0
T 500,0
T 501,0
T 502,0
TB '00,0
TB 47,0
V&SW2 9,0
WM2 2,0
FW 16,0
FW 21,0
FW 22,0
IM 312,0
IM 321,0
GR2 22,0
GR2 23,0
GR2 24,0
GR2 58,0
IM 194,0
S-W 19,0
S-W 27,0
S-W 28,0
S-W 29,0
S-W 30,0
S-W 50,0
AA2 16,0
T 207,0
NW 27,0
T2 14,0
T2 15,0
T2 16,0
T2 17,0
T2 18,0
T2 19,0
T2 20,0
UX 352,0
UX 106,0
X&M 1,0
X&M 2,0
X&M 3,0
X&M 4,0
WOSM 77,0
WOSM 78,0
A 302,0
CM5 14,0
Q 10,0
DRSTR3 34,0
DRSTR3 35,0
DRSTR3 36,0
DRSTR3 46,0
DRSTR3 47,0
DRUID 1,0
FF 25,0
FF 338,0
FF 368,0
FF 370,0
GR2 26,0
GR2 27,0
H2 209,0
H2 210,0
H2 211,0
IW 3,0
IW 4,0
IW 6,0
MEPHVS 4,0
M/:LG 2,0
M/U 4,0
M/U 5,0
M/U 6,0
M/U 7,0
NFV.S 2,0
PM&IF 118,0
PM&IF 120,0
Q 23,0
Q 24,0
Q 25,0
Q 28,0
Q 38,0
SOLOA 10/2,0
SOLOA 4/2,0
ST2 14/2,0
T 17,0
T 381,0
T 390,0
WCA 2,0
WCA2 31,0
WIW 8,0
WM2 13,0
WM2 14,0
WOSM 42,0
WWT 19,0
WWT 20,0
WWT 21,0
WWT 22,0
XF 3,0
XF 32,0
XVSA 1,0
XVSA 2,0
XVSA 3,0
XVSA 4,0
FF 26,0
FF 360,0
FFOR 5,0
ASMU 16,0
AUP 4,0
BK2 2,0
IM 101,0
IM 102,0
TM/U 1,0
DD 121,0
DD 123,0
ST 154,0
FW 10,0
FW 9,0
E 18,0
E2 11,0
E2 12,0
E2 9,0
SS 2,0
AF 109/2,0
NW 21,0
NW 22,0
NW 23,0
NW 24,0
NW 25,0
ASM 169,0
ASM 170,0
CA 107,0
CA 161,0
CA 162,0
CA 192,0
CA 232,0
CA 233,0
CA 234,0
CA 235,0
CA 236,0
CA 326,0
M/TU 132,0
M/TU 133,0
AWC 5/4,0
SUB-M 61,0
SUB-M 62,0
SUB-M 63,0
M/FAN2 4,0
IM '00,0
MB2 1,0
MB2 5,0
M/:LG 11,0
M/CP 113/2,0
M/CP 114/2,0
M/CP 115/2,0
M/CP 116/2,0
M/CP 117/2,0
M/CP 118/2,0
MICRO 43,0
SOLOA 8/2,0
ASM 405,0
ASM 406,0
ASM 409,0
ASM 425,0
ASM 426,0
ASM 427,0
ASM 428,0
ASM 429,0
ASMU 18,0
ASS 1,0
ASS 2,0
PPTSS 229,0
PPTSS 232,0
SCARSPI 1,0
SCARSPI 2,0
S-M 62,0
S-M 63,0
SSCARSPI 1,0
SSCARSPI 2,0
WOSS 1,0
WOSS 2,0
MX '01,0
ASM 1,0
ASM 11,0
ASM 112,0
ASM 113,0
ASM 114,0
ASM 115,0
ASM 12,0
ASM 13,0
ASM 130,0
ASM 131,0
ASM 15,0
ASM 152,0
ASM 154,0
ASM 156,0
ASM 157,0
ASM 158,0
ASM 159,0
ASM 18,0
ASM2 10,0
ASM2 12,0
ASM2 6,0
ASM2 9,0
ASM 296,0
ASM 297,0
ASM 3,0
ASM 32,0
ASM 33,0
ASM 334,0
ASM 335,0
ASM 336,0
ASM 337,0
ASM 338,0
ASM 339,0
ASM 397,0
ASM 398,0
ASM 426,0
ASM 427,0
ASM 428,0
ASM 429,0
ASM 53,0
ASM 54,0
ASM 55,0
ASM 56,0
ASM 88,0
ASM 89,0
ASM 90,0
ASM '99,0
ASM:FO 1,0
ASM:FO 2,0
ASMU 18,0
ASMU 18/3,0
ASMU 6,0
CA 259,0
DAZZ 17,0
DD 165,0
FF 267,0
FF 268,0
H2 396,0
M/CP 50/3,0
M/FAN 22,0
M/FAN 23,0
M/SHSW 1,0
M/SHSW 11,0
M/SHSW 12,0
M/SHSW 2,0
M/SHSW 3,0
M/SHSW 4,0
M/SHSW 5,0
M/SHSW 6,0
M/SHSW 7,0
M/SHSW 8,0
M/SHSW 9,0
PPSM2 6,0
PPTSS 1,0
PPTSS 124,0
PPTSS 173,0
PPTSS 174,0
PPTSS 175,0
PPTSS 220,0
PPTSS 221,0
PPTSS 72,0
PPTSS 73,0
PPTSS 74,0
PPTSS 75,0
PPTSS 76,0
PPTSS 77,0
PPTSS 78,0
PPTSS 79,0
S-M 18,0
S-M 19,0
S-M 20,0
S-M 21,0
S-M 22,0
S-M 23,0
SM:PL,0
SOLOA 17,0
S-W3 2,0
SWII 7,0
T 383,0
WOSM 4,0
WOSM 5,0
E 16,0
E 17,0
T 7,0
H2 258,0
H2 259,0
IM3 33,0
A 69,0
A 70,0
A 8,0
DEF 13,0
DEF 14,0
GSDEF 4,0
IM 63,0
IM 64,0
IM 65,0
IM 66,0
IM 67,0
A 8,0
A 141,0
A 142,0
A 144,0
A 147,0
A 148,0
A 149,0
A3 5,0
A3 6,0
A 85,0
A 86,0
A '98,0
AWC 4/5,0
DEF 112,0
DEF 113,0
DEF 114,0
Q 13,0
Q 14,0
Q 15,0
Q 16,0
Q 17,0
Q 19,0
Q 25,0
Q 27,0
Q 28,0
Q 60,0
SLEEP 7,0
SQS 1,0
SQS 10,0
SQS 11,0
SQS 12,0
SQS 2,0
SQS 3,0
SQS 4,0
SQS 5,0
SQS 6,0
SQS 7,0
SQS 8,0
SQS 9,0
SQS:NWO,0
T 280,0
WOSM 5/6,0
DRSTR3 47,0
MX '01,0
MX 32,0
MX '99,0
DRSTR2 25,0
DRSTR2 26,0
DRSTR2 27,0
A 115,0
A 116,0
A 117,0
A 118,0
A 157,0
A 168,0
A 234,0
A 240,0
A 241,0
A 242,0
A 331,0
A 332,0
A 333,0
A 60,0
A 61,0
A 8,0
AF 101,0
AF 36,0
AF 6/2,0
AF 78,0
AF 86,0
ASM 1,0
ASM 109,0
ASM 14,0
ASM 2,0
ASM 336,0
ASMU 15,0
AWC 78,0
AWC 79,0
BK2 3,0
BK2 4,0
CA 250,0
COC 1,0
COC 3,0
CRYS 3,0
DD2 5,0
DD2 8,0
DD 5,0
DEF 1,0
DEF 10,0
DEF 100,0
DEF 101,0
DEF 104,0
DEF 105,0
DEF 106,0
DEF 107,0
DEF 108,0
DEF 109,0
DEF 11,0
DEF 110,0
DEF 111,0
DEF 112,0
DEF 113,0
DEF 114,0
DEF 115,0
DEF 116,0
DEF 117,0
DEF 119,0
DEF 12,0
DEF 122,0
DEF 123,0
DEF 124,0
DEF 125,0
DEF 13,0
DEF 14,0
DEF 15,0
DEF 16,0
DEF 17,0
DEF 18,0
DEF 19,0
DEF 2,0
DEF 20,0
DEF 21,0
DEF2 1,0
DEF 22,0
DEF2 2,0
DEF 23,0
DEF2 3,0
DEF 24,0
DEF2 4,0
DEF 25,0
DEF2 5,0
DEF 26,0
DEF2 6,0
DEF 27,0
DEF2 7,0
DEF 28,0
DEF 29,0
DEF 3,0
DEF 30,0
DEF 31,0
DEF 32,0
DEF 33,0
DEF 34,0
DEF 35,0
DEF 36,0
DEF 37,0
DEF 38,0
DEF 39,0
DEF 4,0
DEF 40,0
DEF 41,0
DEF 42,0
DEF 43,0
DEF 44,0
DEF 45,0
DEF 46,0
DEF 5,0
DEF 57,0
DEF 58,0
DEF 59,0
DEF 6,0
DEF 60,0
DEF 69,0
DEF 70,0
DEF 71,0
DEF 72,0
DEF 73,0
DEF 74,0
DEF 75,0
DEF 78,0
DEF 79,0
DEF 8,0
DEF 80,0
DEF 81,0
DEF 8/2,0
DEF 82,0
DEF 83,0
DEF 84,0
DEF 85,0
DEF 86,0
DEF 9,0
DEF 90,0
DEF 92,0
DEF 93,0
DEF 94,0
DEF 95,0
DEF 96,0
DEF 97,0
DEF 98,0
DEF 99,0
DPOOL3 21,0
DRSTR 1,0
DRSTR 169,0
DRSTR 170,0
DRSTR 171,0
DRSTR 172,0
DRSTR 173,0
DRSTR 174,0
DRSTR 175,0
DRSTR 176,0
DRSTR 177,0
DRSTR 178,0
DRSTR 180,0
DRSTR 181,0
DRSTR 182,0
DRSTR 183,0
DRSTR 2,0
DRSTR2 1,0
DRSTR2 10,0
DRSTR2 11,0
DRSTR2 12,0
DRSTR2 13,0
DRSTR2 14,0
DRSTR2 15,0
DRSTR2 16,0
DRSTR2 17,0
DRSTR2 18,0
DRSTR2 19,0
DRSTR2 2,0
DRSTR2 20,0
DRSTR2 22,0
DRSTR2 23,0
DRSTR2 24,0
DRSTR2 25,0
DRSTR2 26,0
DRSTR2 27,0
DRSTR2 28,0
DRSTR2 29,0
DRSTR 2/3,0
DRSTR2 30,0
DRSTR2 31,0
DRSTR2 32,0
DRSTR2 33,0
DRSTR2 34,0
DRSTR2 35,0
DRSTR2 36,0
DRSTR2 37,0
DRSTR2 38,0
DRSTR2 39,0
DRSTR2 4,0
DRSTR2 40,0
DRSTR2 41,0
DRSTR2 42,0
DRSTR2 43,0
DRSTR2 44,0
DRSTR2 45,0
DRSTR2 46,0
DRSTR2 46/2,0
DRSTR2 47,0
DRSTR2 48,0
DRSTR2 49,0
DRSTR2 5,0
DRSTR2 50,0
DRSTR2 51,0
DRSTR2 52,0
DRSTR2 53,0
DRSTR2 54,0
DRSTR2 55,0
DRSTR2 56,0
DRSTR2 57,0
DRSTR2 58,0
DRSTR2 59,0
DRSTR2 6,0
DRSTR2 60,0
DRSTR2 61,0
DRSTR2 62,0
DRSTR2 63,0
DRSTR2 64,0
DRSTR2 65,0
DRSTR2 66,0
DRSTR2 67,0
DRSTR2 68,0
DRSTR2 69,0
DRSTR2 7,0
DRSTR2 70,0
DRSTR2 71,0
DRSTR2 72,0
DRSTR2 73,0
DRSTR2 74,0
DRSTR2 75,0
DRSTR2 76,0
DRSTR2 77,0
DRSTR2 78,0
DRSTR2 79,0
DRSTR2 8,0
DRSTR2 80,0
DRSTR2 81,0
DRSTR2 9,0
DRSTR3 1,0
DRSTR3 10,0
DRSTR3 11,0
DRSTR3 12,0
DRSTR3 13,0
DRSTR3 14,0
DRSTR3 15,0
DRSTR3 16,0
DRSTR3 17,0
DRSTR3 18,0
DRSTR3 19,0
DRSTR3 2,0
DRSTR3 20,0
DRSTR3 21,0
DRSTR3 22,0
DRSTR3 23,0
DRSTR3 24,0
DRSTR3 25,0
DRSTR3 26,0
DRSTR3 27,0
DRSTR3 28,0
DRSTR3 29,0
DRSTR3 3,0
DRSTR3 30,0
DRSTR3 31,0
DRSTR3 32,0
DRSTR3 33,0
DRSTR3 34,0
DRSTR3 35,0
DRSTR3 36,0
DRSTR3 37,0
DRSTR3 38,0
DRSTR3 39,0
DRSTR3 4,0
DRSTR3 40,0
DRSTR3 41,0
DRSTR3 42,0
DRSTR3 43,0
DRSTR3 44,0
DRSTR3 45,0
DRSTR3 46,0
DRSTR3 47,0
DRSTR3 48,0
DRSTR3 49,0
DRSTR3 5,0
DRSTR3 50,0
DRSTR3 6,0
DRSTR3 60,0
DRSTR3 61,0
DRSTR3 62,0
DRSTR3 63,0
DRSTR3 64,0
DRSTR3 65,0
DRSTR3 66,0
DRSTR3 67,0
DRSTR3 7,0
DRSTR3 70,0
DRSTR3 71,0
DRSTR3 72,0
DRSTR3 73,0
DRSTR3 74,0
DRSTR3 75,0
DRSTR3 76,0
DRSTR3 77,0
DRSTR3 78,0
DRSTR3 79,0
DRSTR3 8,0
DRSTR3 80,0
DRSTR3 81,0
DRSTR3 82,0
DRSTR3 83,0
DRSTR3 84,0
DRSTR3 85,0
DRSTR3 86,0
DRSTR3 87,0
DRSTR3 88,0
DRSTR3 89,0
DRSTR3 9,0
DRSTR3 90,0
DRSTR 4,0
DRSTR4 1,0
DRSTR4 2,0
DRSTR4 3,0
DRSTR4 4,0
DSDDGN,0
DS:WDS,0
DTSTR3 16/2,0
FF 22,0
FF 232,0
FF 243,0
FF 244,0
FF 27,0
FF 276,0
FF 277,0
FF 3,0
FF 314,0
FF 333,0
FF 369,0
FF3 7,0
FF 370,0
GAM '00/2,0
GR2 29,0
GR2 30,0
GR2 31,0
GR3 11,0
GR3 12,0
GR3 28,0
GR3 31,0
GR3 32,0
GSDEF 1,0
GSDEF 2,0
GSDEF 3,0
GSDEF 4,0
GSDEF 5,0
H 11,0
H 18/2,0
H2 126,0
H2 206,0
H2 207,0
H2 277,0
H2 278,0
H2 279,0
H2 299,0
H2 300,0
H2 301,0
H2 305,0
H2 370,0
H2 371,0
H2 383,0
H2 399,0
H2 450/2,0
H 6,0
H:PL 2,0
H:PL 3,0
HR:R 2,0
HR:R 4,0
HTD 10,0
HTD 8,0
IG 1,0
IG 2,0
IG 3,0
IG 5,0
IG 6,0
IM 56,0
IMSVS 1/3,0
IW 1,0
IW 2,0
IW 3,0
IW 4,0
IW 6,0
JIM 108,0
JIM 513,0
LSHOT 5,0
LSHOT 6,0
MARVELS 2,0
M/CP 101/3,0
M/CP 102/3,0
M/CP 103/3,0
M/CP 103/4,0
M/CP 104/3,0
M/CP 105/3,0
M/CP 106/3,0
M/CP 19/3,0
M/CP 20/3,0
M/CP 44/3,0
M/CP 61/4,0
M/CP 73/3,0
M/CP 79,0
M/CP 79/4,0
M/FAN 20,0
M/FAN 21,0
M/FAN 31/2,0
M/FAN 41,0
M/FAN 49,0
M/FAN 5,0
M/FAN 52/2,0
M/FAN 6/2,0
M/FAN 8,0
M/FEA 1,0
M/FEA 1/3,0
M/FEA 2,0
M/FEA 3,0
M/GN 1,0
M/GN 23,0
MICRO 30,0
